school_x,nces_id,city,address,zip,district,grades,school_type,student_count,salary_link,school_type2
Amherst Elementary School,470222002065,Knoxville,5101 Schaad Rd,37931,Knox County,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,682.0,https://drive.google.com/file/d/1tD8aivGHZ5LSj4imSgiaH6rS0h1e7Y4T/view,['Elementary']
Hardin Valley Academy,470222002151,Knoxville,,,,,,,,
Dr. Paul L. Kelley Volunteer Academy,470222002249,Knoxville,,,,,,,,
L N STEM Academy,470222002269,Knoxville,,,,,,,,
Northshore Elementary School,470222002328,Knoxville,1889 Thunderhead Rd,37922,Knox County,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,1099.0,https://drive.google.com/file/d/1tD8aivGHZ5LSj4imSgiaH6rS0h1e7Y4T/view,['Elementary']
Career Magnet Academy,470222002388,Knoxville,,,,,,,,
Emerald Academy,470222002448,Knoxville,220 Carrick St,37921,Knox County,"['1', '2', '3', '4', '5', '6', '7', '8', 'KG']",Public Charter,448.0,https://drive.google.com/file/d/1tD8aivGHZ5LSj4imSgiaH6rS0h1e7Y4T/view,"['Elementary', 'Middle']"
Hardin Valley Middle School,470222002512,Knoxville,2280 Steele,37932,Knox County,"['6', '7', '8']",Public,976.0,https://drive.google.com/file/d/1tD8aivGHZ5LSj4imSgiaH6rS0h1e7Y4T/view,['Middle']
Montgomery Village Child Development Center Inc.,470222002516,Knoxville,1600 Willoughby Rd,37920,Knox County,['PK'],Public,0.0,https://drive.google.com/file/d/1tD8aivGHZ5LSj4imSgiaH6rS0h1e7Y4T/view,[]
Gibbs Middle School,470222002568,Corryton,7625 Tazewell,37721,Knox County,"['6', '7', '8']",Public,576.0,https://drive.google.com/file/d/1tD8aivGHZ5LSj4imSgiaH6rS0h1e7Y4T/view,['Middle']
Knox County Virtual School,470222010478,Knoxville,2925 Gray Hendrix RD,37931,Knox County,"['1', '10', '11', '12', '2', '3', '4', '5', '6', '7', '8', '9']",Public,,https://drive.google.com/file/d/1tD8aivGHZ5LSj4imSgiaH6rS0h1e7Y4T/view,"['Elementary', 'Middle', 'High']"
Mill Creek Elementary School,470222010479,Knoxville,10515 Coward Mill RD,37931,Knox County,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,,https://drive.google.com/file/d/1tD8aivGHZ5LSj4imSgiaH6rS0h1e7Y4T/view,['Elementary']
Cedar Bluff Preschool,470222010480,Knoxville,709 N. Cedar Bluff RD,37923,Knox County,['PK'],Public,,https://drive.google.com/file/d/1tD8aivGHZ5LSj4imSgiaH6rS0h1e7Y4T/view,[]
Karns Preschool,470222010481,Knoxville,8108 Beaver Ridge RD,37931,Knox County,['PK'],Public,,https://drive.google.com/file/d/1tD8aivGHZ5LSj4imSgiaH6rS0h1e7Y4T/view,[]
Lake Co High School,470228000826,Tiptonville,,,,,,,,
Lara Kendall Elementary,470228000827,Ridgely,,,,,,,,
Margaret Newton Elementary,470228000829,Tiptonville,,,,,,,,
Ripley Elementary,470231000549,Ripley,,,,,,,,
Halls Elementary School,470231000833,Halls,,,,,,,,
Halls High School,470231000834,Halls,,,,,,,,
Ripley High School,470231000838,Ripley,,,,,,,,
Ripley Primary,470231000840,Ripley,,,,,,,,
Ripley Middle School,470231001970,Ripley,,,,,,,,
Halls Junior High School,470231001997,Halls,,,,,,,,
David Crockett Elementary,470234000841,Lawrenceburg,,,,,,,,
E O Coffman Middle School,470234000842,Lawrenceburg,,,,,,,,
Ethridge Elementary,470234000843,Ethridge,,,,,,,,
Ingram Sowell Elementary,470234000845,Lawrenceburg,,,,,,,,
Lawrence Co High School,470234000847,Lawrenceburg,,,,,,,,
Lawrenceburg Public,470234000849,Lawrenceburg,,,,,,,,
South Lawrence Elementary,470234000852,Loretto,,,,,,,,
Loretto High School,470234000853,Loretto,,,,,,,,
New Prospect Elementary,470234000854,Lawrenceburg,,,,,,,,
Summertown Elementary,470234000858,Summertown,,,,,,,,
Summertown High School,470234000859,Summertown,,,,,,,,
Lawrence County Adult High School,470234000942,Lawrenceburg,,,,,,,,
Leoma Elementary,470234001940,Leoma,,,,,,,,
Pioneer Virtual Academy,470234002623,LAWRENCEBURG,,,,,,,,
Summertown Middle,470234010482,Summertown,,,,,,,,
Castle Heights Elementary,470237000532,Lebanon,1007 Castle Heights Avenue North,37087,Lebanon,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,626.0,https://drive.google.com/file/d/1q9ihHImI4nJ8uV7vLpyvv8X7DpK5FrZt/view,['Elementary']
Byars Dowdy Elementary,470237000862,Lebanon,,,,,,,,
Sam Houston Elementary,470237000866,Lebanon,207 Oakdale Dr,37087,Lebanon,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,650.0,https://drive.google.com/file/d/1q9ihHImI4nJ8uV7vLpyvv8X7DpK5FrZt/view,['Elementary']
Walter J. Baird Middle School,470237000867,Lebanon,131 W J B Pride Ln,37087,Lebanon,"['6', '7', '8']",Public,656.0,https://drive.google.com/file/d/1q9ihHImI4nJ8uV7vLpyvv8X7DpK5FrZt/view,['Middle']
Coles Ferry Elementary,470237001998,Lebanon,511 Coles Ferry Pike,37087,Lebanon,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,563.0,https://drive.google.com/file/d/1q9ihHImI4nJ8uV7vLpyvv8X7DpK5FrZt/view,['Elementary']
Winfree Bryant Middle School,470237002283,Lebanon,1213 Leeville Pike,37087,Lebanon,"['6', '7', '8']",Public,597.0,https://drive.google.com/file/d/1q9ihHImI4nJ8uV7vLpyvv8X7DpK5FrZt/view,['Middle']
Jones Brummett Elementary School,470237002687,Lebanon,1530 Hartmann Dr,37087,Lebanon,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,634.0,https://drive.google.com/file/d/1q9ihHImI4nJ8uV7vLpyvv8X7DpK5FrZt/view,['Elementary']
Lenoir City High School,470240000868,Lenoir City,1485 Old Hwy 95,37771,Lenoir City,"['10', '11', '12', '9']",Public,1223.0,https://drive.google.com/file/d/18IzxY4fmKGcyPdtt11juIFPRETR77Jr0/view,['High']
Lenoir City Intermediate/Middle School,470240000869,Lenoir City,2141 Harrison Ave,37771,Lenoir City,"['4', '5', '6', '7', '8']",Public,677.0,https://drive.google.com/file/d/18IzxY4fmKGcyPdtt11juIFPRETR77Jr0/view,"['Elementary', 'Middle']"
Lenoir City Elementary,470240001955,Lenoir City,203 Kelly Ln,37771,Lenoir City,"['1', '2', '3', 'KG', 'PK']",Public,583.0,https://drive.google.com/file/d/18IzxY4fmKGcyPdtt11juIFPRETR77Jr0/view,['Elementary']
The iLearn Institute at Lenoir City Schools,470240002662,Lenoir City,200 East Broadway St,37771,Lenoir City,"['1', '10', '11', '12', '2', '3', '4', '5', '6', '7', '8', '9', 'KG']",Public,85.0,https://drive.google.com/file/d/18IzxY4fmKGcyPdtt11juIFPRETR77Jr0/view,"['Elementary', 'Middle', 'High']"
Lewis County Middle School,470243000872,Hohenwald,,,,,,,,
Lewis County Elementary,470243000873,Hohenwald,,,,,,,,
Lewis Co High School,470243000874,Hohenwald,,,,,,,,
Lewis County Intermediate School,470243001468,Hohenwald,,,,,,,,
Volunteer State Virtual Academy Elementary School,470243010483,Hohenwald,,,,,,,,
Volunteer State Virtual Academy High School,470243010484,Hohenwald,,,,,,,,
Volunteer State Virtual Academy Middle School,470243010485,Hohenwald,,,,,,,,
Lexington Middle School,470246000875,Lexington,,,,,,,,
Paul G. Caywood Elementary,470246002031,Lexington,,,,,,,,
South Lincoln School,470249000079,Fayetteville,362 Smith Mill Rd,37334,Lincoln County,"['1', '2', '3', '4', '5', '6', '7', '8', 'KG', 'PK']",Public,652.0,,"['Elementary', 'Middle']"
Unity School,470249000080,Petersburg,,,,,,,,
Flintville School,470249000884,Flintville,,,,,,,,
Highland Rim School,470249000885,Fayetteville,,,,,,,,
Lincoln County High School,470249001849,Fayetteville,,,,,,,,
Lincoln Central Academy,470249002600,Fayetteville,,,,,,,,
Blanche School,470249002660,Taft,,,,,,,,
Lincoln Central Virtual Academy,470249002661,Fayetteville,,,,,,,,
Eaton Elementary,470252000892,Lenoir City,,,,,,,,
Ft Loudoun Middle School,470252000893,Loudon,,,,,,,,
Greenback School,470252000896,Greenback,,,,,,,,
Highland Park Elementary,470252000897,Lenoir City,,,,,,,,
Loudon Elementary,470252000899,Loudon,,,,,,,,
Loudon High School,470252000900,Loudon,,,,,,,,
North Middle School,470252000903,Lenoir City,,,,,,,,
Philadelphia Elementary,470252000904,Philadelphia,,,,,,,,
Steekee Elementary,470252000905,Loudon,,,,,,,,
Macon County High School,470255000839,Lafayette,2550 Days Rd,37083,Macon County,"['10', '11', '12', '9']",Public,967.0,https://drive.google.com/file/d/1od0egZ7trlVJJQgwjxn46WySkNW9GcQO/view,['High']
Central Elementary,470255000906,Lafayette,905 Sycamore St,37083,Macon County,"['2', '3']",Public,450.0,https://drive.google.com/file/d/1od0egZ7trlVJJQgwjxn46WySkNW9GcQO/view,['Elementary']
Fairlane Elementary,470255000908,Lafayette,,,,,,,,
Macon County Junior High School,470255000910,Lafayette,1003 Hwy 52 By Pass East,37083,Macon County,"['6', '7', '8']",Public,771.0,https://drive.google.com/file/d/1od0egZ7trlVJJQgwjxn46WySkNW9GcQO/view,['Middle']
Red Boiling Springs School,470255000912,Red Boiling Spg,415 Hillcrest Dr,37150,Macon County,"['10', '11', '12', '6', '7', '8', '9']",Public,334.0,https://drive.google.com/file/d/1od0egZ7trlVJJQgwjxn46WySkNW9GcQO/view,"['Middle', 'High']"
Westside Elementary,470255000913,Westmoreland,8025 Old Highway 52,37186,Macon County,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,405.0,https://drive.google.com/file/d/1od0egZ7trlVJJQgwjxn46WySkNW9GcQO/view,['Elementary']
Lafayette Elementary School,470255002024,Lafayette,401 Meador Dr,37083,Macon County,"['4', '5']",Public,422.0,https://drive.google.com/file/d/1od0egZ7trlVJJQgwjxn46WySkNW9GcQO/view,['Elementary']
Red Boiling Springs Elementary,470255002115,Red Boiling Springs,417 Hillcrest Dr,37150,Macon County,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,350.0,https://drive.google.com/file/d/1od0egZ7trlVJJQgwjxn46WySkNW9GcQO/view,['Elementary']
Northeast Middle School,470258000083,Jackson,2665 Christmasville Rd,38305,Madison County,"['6', '7', '8']",Public,815.0,https://drive.google.com/file/d/1-IkuhRs5X7RE5k0z2SruZAE5iPiitm4w/view,['Middle']
South Elementary,470258000085,Pinson,570 Stone Rd,38366,Madison County,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,433.0,https://drive.google.com/file/d/1-IkuhRs5X7RE5k0z2SruZAE5iPiitm4w/view,['Elementary']
Alexander Elementary School,470258000648,Jackson,900 N Highland Ave,38301,Madison County,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,385.0,https://drive.google.com/file/d/1-IkuhRs5X7RE5k0z2SruZAE5iPiitm4w/view,['Elementary']
Lincoln Elementary School,470258000655,Jackson,532 Whitehall St,38301,Madison County,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,389.0,https://drive.google.com/file/d/1-IkuhRs5X7RE5k0z2SruZAE5iPiitm4w/view,['Elementary']
Community Montessori School,470258000656,Jackson,716 Westwood Ave,38301,Madison County,"['1', '2', '3', '4', '5', '6', '7', '8', 'KG', 'PK']",Public,650.0,https://drive.google.com/file/d/1-IkuhRs5X7RE5k0z2SruZAE5iPiitm4w/view,"['Elementary', 'Middle']"
Parkview Prep Academy,470258000659,Jackson,905 E. Chester St,38301,Madison County,"['1', '10', '11', '12', '2', '3', '4', '5', '6', '7', '8', '9', 'KG']",Public,0.0,https://drive.google.com/file/d/1-IkuhRs5X7RE5k0z2SruZAE5iPiitm4w/view,"['Elementary', 'Middle', 'High']"
Nova Early Learning Center,470258000660,Jackson,,,,,,,,
Denmark Elementary,470258000915,Denmark,1945 Denmark Rd,38391,Madison County,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,404.0,https://drive.google.com/file/d/1-IkuhRs5X7RE5k0z2SruZAE5iPiitm4w/view,['Elementary']
North Side High School,470258000920,Jackson,3066 North Highland,38305,Madison County,"['10', '11', '12', '9']",Public,886.0,https://drive.google.com/file/d/1-IkuhRs5X7RE5k0z2SruZAE5iPiitm4w/view,['High']
Pope School,470258000924,Jackson,1071 Old Humboldt Rd,38305,Madison County,"['1', '2', '3', '4', '5', '6', 'KG']",Public,626.0,https://drive.google.com/file/d/1-IkuhRs5X7RE5k0z2SruZAE5iPiitm4w/view,['Elementary']
South Side High School,470258000925,Jackson,84 Harts Bridge Rd,38301,Madison County,"['10', '11', '12', '9']",Public,810.0,https://drive.google.com/file/d/1-IkuhRs5X7RE5k0z2SruZAE5iPiitm4w/view,['High']
West-Bemis Middle School,470258000927,Jackson,230 D St,38301,Madison County,"['6', '7', '8']",Public,373.0,https://drive.google.com/file/d/1-IkuhRs5X7RE5k0z2SruZAE5iPiitm4w/view,['Middle']
Arlington Elementary School,470258001336,Jackson,701 Arlington Ave,38301,Madison County,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,593.0,https://drive.google.com/file/d/1-IkuhRs5X7RE5k0z2SruZAE5iPiitm4w/view,['Elementary']
Isaac Lane Technology Magnet Elementary,470258001843,Jackson,746 Lexington Ave,38301,Madison County,"['1', '2', '3', 'KG', 'PK']",Public,467.0,https://drive.google.com/file/d/1-IkuhRs5X7RE5k0z2SruZAE5iPiitm4w/view,['Elementary']
Thelma Barker Elementary,470258001844,Jackson,1470 Ashport Rd,38305,Madison County,"['1', '2', '3', '4', '5', 'KG']",Public,704.0,https://drive.google.com/file/d/1-IkuhRs5X7RE5k0z2SruZAE5iPiitm4w/view,['Elementary']
Liberty Technology Magnet High School,470258002032,Jackson,3470 Ridgecrest Road,38305,Madison County,"['10', '11', '12', '9']",Public,549.0,https://drive.google.com/file/d/1-IkuhRs5X7RE5k0z2SruZAE5iPiitm4w/view,['High']
Madison Academic Magnet High School,470258002033,Jackson,575 Lambuth Ave,38301,Madison County,"['10', '11', '12', '9']",Public,447.0,https://drive.google.com/file/d/1-IkuhRs5X7RE5k0z2SruZAE5iPiitm4w/view,['High']
North Parkway Middle School,470258002254,Jackson,1341 North PKWY,38305,Madison County,"['6', '7', '8']",Public,340.0,https://drive.google.com/file/d/1-IkuhRs5X7RE5k0z2SruZAE5iPiitm4w/view,['Middle']
Andrew Jackson Elementary School,470258002259,Jackson,211 Old Hickory Blvd,38305,Madison County,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,475.0,https://drive.google.com/file/d/1-IkuhRs5X7RE5k0z2SruZAE5iPiitm4w/view,['Elementary']
East Elementary School,470258002261,Jackson,2480 Ashport Rd,38305,Madison County,"['1', '2', '3', '4', '5', 'KG', 'PK']",Public,525.0,https://drive.google.com/file/d/1-IkuhRs5X7RE5k0z2SruZAE5iPiitm4w/view,['Elementary']
Jackson Career Technology Magnet Elementary,470258002265,Jackson,668 Lexington Ave,38305,Madison County,"['4', '5', '6', '7', '8']",Public,388.0,https://drive.google.com/file/d/1-IkuhRs5X7RE5k0z2SruZAE5iPiitm4w/view,"['Elementary', 'Middle']"
Jackson Central-Merry Early College High,470258002463,Jackson,215 Allen Ave,38301,Madison County,"['10', '11', '12', '9']",Public,240.0,https://drive.google.com/file/d/1-IkuhRs5X7RE5k0z2SruZAE5iPiitm4w/view,['High']
Rose Hill School,470258002464,Jackson,2233 Beech Bluff Rd,38301,Madison County,"['1', '2', '3', '4', '5', '6', '7', '8', 'KG', 'PK']",Public,497.0,https://drive.google.com/file/d/1-IkuhRs5X7RE5k0z2SruZAE5iPiitm4w/view,"['Elementary', 'Middle']"
Jackson Central Merry High School,470258002663,Jackson,332 Lane Ave,38301,Madison County,"['10', '11', '12', '9']",Public,438.0,https://drive.google.com/file/d/1-IkuhRs5X7RE5k0z2SruZAE5iPiitm4w/view,['High']
Jackson Central Merry Middle School,470258002664,Jackson,332 Lane Ave,38301,Madison County,"['6', '7', '8']",Public,378.0,https://drive.google.com/file/d/1-IkuhRs5X7RE5k0z2SruZAE5iPiitm4w/view,['Middle']
Jackson Academic STEAM Academy,470258002665,Jackson,1938 Emporium Dr,38305,Madison County,"['1', '10', '11', '12', '2', '3', '4', '5', '6', '7', '8', '9', 'KG']",Public,325.0,https://drive.google.com/file/d/1-IkuhRs5X7RE5k0z2SruZAE5iPiitm4w/view,"['Elementary', 'Middle', 'High']"
College Street Elementary,470261000929,Manchester,,,,,,,,
Westwood Elementary,470261000930,Manchester,,,,,,,,
Westwood Middle School,470261000931,Manchester,505 Taylor St,37355,Manchester,"['6', '7', '8']",Public,462.0,https://drive.google.com/file/d/1Ka0O0RBkDlfBzvhDYaVVgIbICg6oiT1Y/view,['Middle']
Jasper Elementary School,470264000935,Jasper,,,,,,,,
Marion Co High School,470264000936,Jasper,,,,,,,,
Monteagle Elementary,470264000937,Monteagle,,,,,,,,
South Pittsburg Elementary,470264000940,South Pittsburg,310 Elm Ave,37380,Marion County,"['1', '2', '3', '4', '5', '6', 'KG', 'PK']",Public,521.0,https://drive.google.com/file/d/1othKaDPNq42RuOVLU5ixRFsLMOZ1jC7H/view,['Elementary']
South Pittsburg High School,470264000941,South Pittsburg,,,,,,,,
Whitwell Middle School,470264000943,Whitwell,,,,,,,,
Whitwell High School,470264000944,Whitwell,,,,,,,,
Whitwell Elementary,470264001471,Whitwell,,,,,,,,
Jasper Middle School,470264001850,Jasper,,,,,,,,
Central Prep Academy,470264002415,Jasper,,,,,,,,
Marion Virtual High School,470264002477,Jasper,,,,,,,,
Marion Virtual Elementary School,470264002666,Jasper,,,,,,,,
Chapel Hill Elementary,470267000482,Chapel Hill,,,,,,,,
Lewisburg Middle School,470267000844,Lewisburg,500 Tiger Blvd,37091,Marshall County,"['7', '8']",Public,429.0,https://drive.google.com/file/d/1X5TRVgEPIeMhpXz-v5VkPfOJeeaD8CMC/view,['Middle']
Cornersville School,470267000948,Cornersville,,,,,,,,
Forrest School,470267000950,Chapel Hill,,,,,,,,
Marshall Co High School,470267000953,Lewisburg,661 W Ellington PKWY,37091,Marshall County,"['10', '11', '12', '9']",Public,815.0,https://drive.google.com/file/d/1X5TRVgEPIeMhpXz-v5VkPfOJeeaD8CMC/view,['High']
Cornersville Elementary,470267001869,Cornersville,,,,,,,,
Oak Grove Elementary,470267001870,Lewisburg,,,,,,,,
Marshall Elementary,470267001885,Lewisburg,,,,,,,,
Westhills Elementary,470267001956,Lewisburg,,,,,,,,
Delk-Henson Intermediate School,470267002440,Chapel Hill,,,,,,,,
Foothills Elementary,470270000360,Maryville,,,,,,,,
John Sevier Elementary,470270000957,Maryville,,,,,,,,
Maryville High School,470270000958,Maryville,,,,,,,,
Maryville Junior High School,470270000959,Maryville,,,,,,,,
Sam Houston Elementary,470270000960,Maryville,,,,,,,,
Montgomery Ridge Intermediate School,470270001242,Maryville,835 Montgomery Ln,37803,Maryville,"['4', '5', '6', '7']",Public,862.0,https://drive.google.com/file/d/1HfG9OzsrrkZbRmK0Yi2dU6-LPexgLvGw/view,"['Elementary', 'Middle']"
Coulter Grove Intermediate School,470270002306,Maryville,2025 Sevierville Rd,37804,Maryville,"['4', '5', '6', '7']",Public,881.0,https://drive.google.com/file/d/1HfG9OzsrrkZbRmK0Yi2dU6-LPexgLvGw/view,"['Elementary', 'Middle']"
Maryville Virtual School,470270010416,Maryville,,,,,,,,
E. A. Cox Middle School,470276000846,Columbia,633 Bear Creek Pike,38401,Maury County,"['5', '6', '7', '8']",Public,656.0,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,['Middle']
J. R. Baker Elementary,470276000961,Columbia,1301 Hamphire Pike,38401,Maury County,"['1', '2', '3', '4', 'KG', 'PK']",Public,327.0,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,['Elementary']
J. Brown Elementary,470276000962,Columbia,301 Cord Dr,38401,Maury County,"['1', '2', '3', '4', 'KG', 'PK']",Public,335.0,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,['Elementary']
Columbia Central High School,470276000964,Columbia,921 Lion Pkwy,38401,Maury County,"['10', '11', '12', '9']",Public,1474.0,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,['High']
Culleoka Unit School,470276000967,Culleoka,1921 Warrior Ln,38451,Maury County,"['1', '10', '11', '12', '2', '3', '4', '5', '6', '7', '8', '9', 'KG', 'PK']",Public,937.0,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,"['Elementary', 'Middle', 'High']"
Hampshire Unit School,470276000969,Hampshire,4235 Old State Rd,38461,Maury County,"['1', '10', '11', '12', '2', '3', '4', '5', '6', '7', '8', '9', 'KG']",Public,422.0,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,"['Elementary', 'Middle', 'High']"
Highland Park Elementary,470276000970,Columbia,1606 Highland Ave,38401,Maury County,"['1', '2', '3', '4', 'KG', 'PK']",Public,291.0,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,['Elementary']
Mt Pleasant High School,470276000974,Mt Pleasant,600 North Greenwood Ave,38474,Maury County,"['10', '11', '12', '9']",Public,428.0,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,['High']
J E Woody Elementary,470276000976,Mt Pleasant,600 North Locust St,38474,Maury County,"['1', '2', '3', '4', 'KG', 'PK']",Public,550.0,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,['Elementary']
Riverside Elementary,470276000977,Columbia,203 Carter St,38401,Maury County,"['1', '2', '3', '4', 'KG', 'PK']",Public,429.0,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,['Elementary']
Santa Fe Unit School,470276000979,Santa Fe,2629 Santa Fe Pike,38482,Maury County,"['1', '10', '11', '12', '2', '3', '4', '5', '6', '7', '8', '9', 'KG', 'PK']",Public,538.0,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,"['Elementary', 'Middle', 'High']"
Spring Hill Elementary,470276000980,Spring Hill,5359 S Main St,37174,Maury County,"['1', '2', '3', '4', 'KG', 'PK']",Public,428.0,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,['Elementary']
Spring Hill High School,470276000981,Columbia,One Raider Ln,38401,Maury County,"['10', '11', '12', '9']",Public,1204.0,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,['High']
Whitthorne Middle School,470276000982,Columbia,915 Lion Pkwy,38401,Maury County,"['5', '6', '7', '8']",Public,932.0,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,['Middle']
R Howell Elementary,470276001118,Columbia,653 Bear Creek Pike,38401,Maury County,"['1', '2', '3', '4', 'KG', 'PK']",Public,645.0,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,['Elementary']
Mt. Pleasant Middle Visual Perform. Arts,470276001473,Mt. Pleasant,410 Gray Ln,38474,Maury County,"['5', '6', '7', '8']",Public,421.0,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,['Middle']
J E Woodard Elementary,470276002007,Columbia,207 Rutherford Ln,38401,Maury County,"['1', '2', '3', '4', 'KG', 'PK']",Public,553.0,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,['Elementary']
Marvin Wright Elementary School,470276002120,Spring Hill,4714 Derryberry Ln,37174,Maury County,"['1', '2', '3', '4', 'KG', 'PK']",Public,629.0,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,['Elementary']
Spring Hill Middle School,470276002227,Spring Hill,3501 Cleburne Rd,37174,Maury County,"['5', '6', '7', '8']",Public,524.0,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,['Middle']
Northfield Academy,470276002360,Columbia,1101 Bridge St,38401,Maury County,"['10', '11', '12', '9']",Public,99.0,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,['High']
Battle Creek Elementary School,470276002596,Spring Hill,165 Battle Creek Way,37174,Maury County,"['1', '2', '3', '4', 'KG']",Public,597.0,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,['Elementary']
Battle Creek Middle School,470276002598,Spring Hill,121 Battle Creek Way,37174,Maury County,"['5', '6', '7', '8']",Public,677.0,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,['Middle']
Virtual Academy of Maury County,470276002625,Colombia,1101 Bridge St,38401,Maury County,"['10', '11', '12', '7', '8', '9']",Public,56.0,https://drive.google.com/file/d/1ixwnBozzpke1bRmAX1P_nulpwvAduKoO/view,"['Middle', 'High']"
McKenzie Elementary,470279000983,McKenzie,,,,,,,,
McKenzie High School,470279000984,McKenzie,,,,,,,,
McKenzie Middle School,470279000985,McKenzie,,,,,,,,
Rogers Creek Elementary,470282000030,Athens,,,,,,,,
Calhoun Elementary,470282000986,Calhoun,,,,,,,,
Central High School,470282000987,Englewood,,,,,,,,
E K Baker Elementary,470282000989,Athens,,,,,,,,
Englewood Elementary,470282000990,Englewood,108 College St,37329,McMinn County,"['1', '2', '3', '4', '5', '6', '7', '8', 'KG', 'PK']",Public,539.0,https://drive.google.com/file/d/1kvMMaPf3yhKsI72XDNCoPfcxGTo0s6ow/view,"['Elementary', 'Middle']"
McMinn High School,470282000993,Athens,,,,,,,,
Mountain View Elementary,470282000994,Etowah,,,,,,,,
Niota Elementary,470282000995,Niota,,,,,,,,
Riceville Elementary,470282000996,Riceville,,,,,,,,
Adamsville Elementary,470288000997,Adamsville,,,,,,,,
Adamsville High School,470288000998,Adamsville,,,,,,,,
Bethel Springs Elementary,470288000999,Bethel Springs,,,,,,,,
McNairy Central High School,470288001000,Selmer,,,,,,,,
Michie Elementary,470288001001,Michie,,,,,,,,
Ramer Elementary,470288001002,Ramer,,,,,,,,
Selmer Elementary,470288001003,Selmer,,,,,,,,
Selmer Middle School,470288001004,Selmer,,,,,,,,
McNairy County Adult Learning Center,470288002570,Selmer,,,,,,,,
McNairy County Virtual School K-12,470288002624,SELMER,,,,,,,,
Meigs South Elementary,470291001005,Decatur,,,,,,,,
Meigs North Elementary,470291001007,Decatur,,,,,,,,
Meigs County High School,470291001009,Decatur,,,,,,,,
Meigs Middle School,470291001982,Decatur,,,,,,,,
Milan Elementary,470297000464,Milan,1100 Middle Rd,38358,Milan,"['1', '2', '3', '4', 'KG', 'PK']",Public,870.0,https://drive.google.com/file/d/1ts1vHFd82qgt8RNmJb5ffxyYGtimh35w/view,['Elementary']
Milan High School,470297001189,Milan,7060 Van Hook Street East,38358,Milan,"['10', '11', '12', '9']",Public,521.0,https://drive.google.com/file/d/1ts1vHFd82qgt8RNmJb5ffxyYGtimh35w/view,['High']
Milan Middle School,470297001190,Milan,4040 Middle Rd,38358,Milan,"['5', '6', '7', '8']",Public,579.0,https://drive.google.com/file/d/1ts1vHFd82qgt8RNmJb5ffxyYGtimh35w/view,['Middle']
Milan High School Academy,470297002649,Milan,,,,,,,,
Sequoyah High School,470300000409,Madisonville,,,,,,,,
Coker Creek Elementary,470300001193,Tellico Plains,,,,,,,,
Madisonville Primary,470300001194,Madisonville,,,,,,,,
Madisonville Middle School,470300001196,Madisonville,,,,,,,,
Rural Vale Elementary,470300001198,Tellico Plains,,,,,,,,
Sweetwater High School,470300001199,Sweetwater,,,,,,,,
